tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2009-1536,Madrid Masters,Clay,56,M,20090510,41,104745,1,,Rafael Nadal,L,185,ESP,22.93771389,104259,,,Philipp Kohlschreiber,R,178,GER,25.5687885,W/O,3,R16,,,,,,,,,,,,,,,,,,,,1,15360,35,1510
2009-1536,Madrid Masters,Clay,56,M,20090510,49,104745,1,,Rafael Nadal,L,185,ESP,22.93771389,104269,7,,Fernando Verdasco,L,188,ESP,25.48665298,6-4 7-5,3,QF,119,1,1,76,59,37,10,11,3,5,5,7,62,44,26,7,11,5,9,1,15360,8,3900
2009-1536,Madrid Masters,Clay,56,M,20090510,53,104745,1,,Rafael Nadal,L,185,ESP,22.93771389,104925,3,,Novak Djokovic,R,188,SRB,21.97125257,3-6 7-6(5) 7-6(9),3,SF,243,4,4,133,101,72,16,16,6,8,7,3,112,69,56,24,17,1,2,1,15360,4,8920
2009-410,Monte Carlo Masters,Clay,56,M,20090412,25,104745,1,,Rafael Nadal,L,185,ESP,22.86105407,103428,,,Juan Ignacio Chela,R,190,ARG,29.62080767,6-2 6-3,3,R32,86,2,3,55,31,22,13,9,5,7,0,5,47,23,13,10,8,4,9,1,14470,167,480
2009-410,Monte Carlo Masters,Clay,56,M,20090412,41,104745,1,,Rafael Nadal,L,185,ESP,22.86105407,102839,,Q,Nicolas Lapentti,R,188,ECU,32.66529774,6-3 6-0,3,R16,92,1,1,43,30,18,6,7,2,4,1,2,63,38,21,3,8,7,14,1,14470,98,863
2009-410,Monte Carlo Masters,Clay,56,M,20090412,49,104745,1,,Rafael Nadal,L,185,ESP,22.86105407,103344,,WC,Ivan Ljubicic,R,193,CRO,30.0698152,6-3 6-3,3,QF,73,2,1,52,37,29,7,9,0,1,4,0,43,22,17,8,9,2,6,1,14470,66,1061
2009-410,Monte Carlo Masters,Clay,56,M,20090412,53,104745,1,,Rafael Nadal,L,185,ESP,22.86105407,104918,4,,Andy Murray,R,190,GBR,21.9137577,6-2 7-6(4),3,SF,129,0,1,65,40,27,14,10,2,4,1,0,74,37,24,14,10,5,9,1,14470,4,8840
2009-410,Monte Carlo Masters,Clay,56,M,20090412,55,104745,1,,Rafael Nadal,L,185,ESP,22.86105407,104925,3,,Novak Djokovic,R,188,SRB,21.89459274,6-3 2-6 6-1,3,F,163,2,1,87,57,35,14,12,6,11,4,3,87,54,30,11,12,7,14,1,14470,3,9010
2009-416,Rome Masters,Clay,56,M,20090427,25,104745,1,,Rafael Nadal,L,185,ESP,22.89938398,104312,,,Andreas Seppi,R,190,ITA,25.18001369,6-2 6-3,3,R32,80,1,0,44,30,24,10,9,2,3,2,2,50,33,21,5,8,3,7,1,14890,37,1470
2009-416,Rome Masters,Clay,56,M,20090427,41,104745,1,,Rafael Nadal,L,185,ESP,22.89938398,104417,,,Robin Soderling,R,193,SWE,24.7008898,6-1 6-0,3,R16,84,1,2,51,29,18,15,6,5,5,3,2,52,27,11,8,7,2,8,1,14890,27,1800
2009-416,Rome Masters,Clay,56,M,20090427,49,104745,1,,Rafael Nadal,L,185,ESP,22.89938398,104269,6,,Fernando Verdasco,L,188,ESP,25.44832307,6-3 6-3,3,QF,111,0,0,60,42,27,11,9,5,6,0,5,55,36,20,9,9,2,6,1,14890,8,3870
2009-416,Rome Masters,Clay,56,M,20090427,53,104745,1,,Rafael Nadal,L,185,ESP,22.89938398,103602,12,,Fernando Gonzalez,R,183,CHI,28.74469541,6-3 6-3,3,SF,75,1,0,46,34,27,6,9,0,1,2,2,51,31,22,6,9,3,7,1,14890,13,3005
2009-416,Rome Masters,Clay,56,M,20090427,55,104745,1,,Rafael Nadal,L,185,ESP,22.89938398,104925,3,,Novak Djokovic,R,188,SRB,21.93292266,7-6(2) 6-2,3,F,123,0,1,70,50,34,11,10,2,4,0,2,66,39,23,13,10,1,5,1,14890,3,9160
2009-425,Barcelona,Clay,56,A,20090420,25,104745,1,,Rafael Nadal,L,185,ESP,22.88021903,104523,,Q,Frederico Gil,R,178,POR,24.07392197,6-2 6-2,3,R32,90,1,0,51,34,23,12,8,3,3,3,3,57,38,20,10,8,3,7,1,15390,75,976
2009-425,Barcelona,Clay,56,A,20090420,41,104745,1,,Rafael Nadal,L,185,ESP,22.88021903,103294,,,Christophe Rochus,R,170,BEL,30.34633812,6-2 6-0,3,R16,56,3,1,40,31,21,8,7,0,0,0,3,42,22,12,6,7,2,7,1,15390,61,1104
2009-425,Barcelona,Clay,56,A,20090420,49,104745,1,,Rafael Nadal,L,185,ESP,22.88021903,103900,7,,David Nalbandian,R,180,ARG,27.2991102,W/O,3,QF,,,,,,,,,,,,,,,,,,,,1,15390,15,2625
2009-425,Barcelona,Clay,56,A,20090420,53,104745,1,,Rafael Nadal,L,185,ESP,22.88021903,103786,3,,Nikolay Davydenko,R,178,RUS,27.88227242,6-3 6-2,3,SF,106,1,2,67,45,33,10,8,6,6,3,1,61,51,28,5,9,5,9,1,15390,8,3675
2009-425,Barcelona,Clay,56,A,20090420,55,104745,1,,Rafael Nadal,L,185,ESP,22.88021903,103970,4,,David Ferrer,R,175,ESP,27.04996578,6-2 7-5,3,F,106,1,1,65,38,24,15,10,4,7,1,4,60,33,16,12,10,7,13,1,15390,13,2865
2009-520,Roland Garros,Clay,128,G,20090525,1,104745,1,,Rafael Nadal,L,185,ESP,22.97604381,103228,,Q,Marcos Daniel,R,180,BRA,30.89117043,7-5 6-4 6-3,5,R128,143,3,0,82,62,42,13,15,4,7,4,1,93,52,32,17,16,4,11,1,14960,97,798
2009-520,Roland Garros,Clay,128,G,20090525,65,104745,1,,Rafael Nadal,L,185,ESP,22.97604381,104559,,,Teymuraz Gabashvili,R,188,RUS,24.0054757,6-1 6-4 6-2,5,R64,137,2,1,77,50,37,19,13,4,4,2,3,85,52,34,12,12,8,13,1,14960,72,951
2009-520,Roland Garros,Clay,128,G,20090525,97,104745,1,,Rafael Nadal,L,185,ESP,22.97604381,103720,,,Lleyton Hewitt,R,180,AUS,28.24640657,6-1 6-3 6-1,5,R32,111,7,0,66,50,38,10,12,2,3,2,2,75,46,26,9,11,6,13,1,14960,48,1190
2009-1536,Madrid Masters,Clay,56,M,20090510,55,103819,2,,Roger Federer,R,185,SUI,27.75633128,104745,1,,Rafael Nadal,L,185,ESP,22.93771389,6-4 6-4,3,F,86,6,3,67,42,29,17,10,4,4,1,1,54,43,32,5,10,0,2,2,10170,1,15360
2009-520,Roland Garros,Clay,128,G,20090525,113,104417,23,,Robin Soderling,R,193,SWE,24.77754962,104745,1,,Rafael Nadal,L,185,ESP,22.97604381,6-2 6-7(2) 6-4 7-6(2),5,R16,210,9,0,143,91,62,32,21,2,4,3,2,128,99,66,13,21,1,6,25,1775,1,14960
2010-410,Monte Carlo Masters,Clay,56,M,20100411,40,104745,2,,Rafael Nadal,L,185,ESP,23.85763176,105217,,Q,Thiemo De Bakker,R,193,NED,21.56057495,6-1 6-0,3,R32,60,2,1,42,24,18,12,7,3,3,0,4,34,14,6,4,6,1,6,3,6980,77,643
2010-410,Monte Carlo Masters,Clay,56,M,20100411,48,104745,2,,Rafael Nadal,L,185,ESP,23.85763176,103582,,,Michael Berrer,L,193,GER,29.77960301,6-0 6-1,3,R16,54,2,1,38,27,21,8,7,0,0,0,1,31,16,6,3,6,1,6,3,6980,51,860
2010-410,Monte Carlo Masters,Clay,56,M,20100411,52,104745,2,,Rafael Nadal,L,185,ESP,23.85763176,103507,9,,Juan Carlos Ferrero,R,183,ESP,30.16290212,6-4 6-2,3,QF,95,2,0,48,32,25,9,8,0,1,1,1,60,43,26,7,9,4,8,3,6980,16,2105
2010-410,Monte Carlo Masters,Clay,56,M,20100411,54,104745,2,,Rafael Nadal,L,185,ESP,23.85763176,103970,11,,David Ferrer,R,175,ESP,28.02737851,6-2 6-3,3,SF,75,2,2,50,35,23,8,8,2,4,1,2,48,29,15,7,9,3,9,3,6980,17,2045
2010-410,Monte Carlo Masters,Clay,56,M,20100411,55,104745,2,,Rafael Nadal,L,185,ESP,23.85763176,104269,6,,Fernando Verdasco,L,188,ESP,26.40657084,6-0 6-1,3,F,86,2,1,45,31,20,9,6,5,5,2,3,53,31,12,7,7,8,14,3,6980,12,2725
2010-416,Rome Masters,Clay,56,M,20100425,29,104745,3,,Rafael Nadal,L,185,ESP,23.89596167,104259,,,Philipp Kohlschreiber,R,178,GER,26.52703628,6-1 6-3,3,R32,70,2,0,42,29,23,10,8,1,1,2,0,48,28,16,9,8,2,6,3,6480,29,1400
2010-416,Rome Masters,Clay,56,M,20100425,43,104745,3,,Rafael Nadal,L,185,ESP,23.89596167,103812,,,Victor Hanescu,R,198,ROU,28.76386037,6-3 6-2,3,R16,83,0,1,60,47,35,7,9,5,5,3,0,47,35,22,3,8,4,7,3,6480,39,1025
2010-416,Rome Masters,Clay,56,M,20100425,50,104745,3,,Rafael Nadal,L,185,ESP,23.89596167,104527,,,Stan Wawrinka,R,183,SUI,25.07871321,6-4 6-1,3,QF,91,2,2,64,48,35,8,9,2,2,2,1,43,25,18,9,8,3,6,3,6480,26,1510
2010-416,Rome Masters,Clay,56,M,20100425,53,104745,3,,Rafael Nadal,L,185,ESP,23.89596167,105208,,,Ernests Gulbis,R,190,LAT,21.65366188,6-4 3-6 6-4,3,SF,167,0,1,94,72,50,12,14,6,7,14,2,110,85,62,7,15,10,12,3,6480,40,1009
2010-416,Rome Masters,Clay,56,M,20100425,55,104745,3,,Rafael Nadal,L,185,ESP,23.89596167,103970,13,,David Ferrer,R,175,ESP,28.06570842,7-5 6-2,3,F,104,3,0,55,44,34,7,10,1,1,1,5,81,58,36,9,10,10,13,3,6480,17,2105
2010-1536,Madrid Masters,Clay,56,M,20100509,40,104745,2,,Rafael Nadal,L,185,ESP,23.93429158,105238,,Q,Alexandr Dolgopolov,R,180,UKR,21.50308008,6-4 6-3,3,R32,87,0,2,68,52,37,9,9,1,1,3,0,59,33,22,13,10,1,4,3,6480,62,734
2010-1536,Madrid Masters,Clay,56,M,20100509,48,104745,2,,Rafael Nadal,L,185,ESP,23.93429158,104545,13,,John Isner,R,206,USA,25.03764545,7-5 6-4,3,R16,87,1,0,52,34,29,15,11,0,0,11,0,66,43,33,11,11,0,2,3,6480,19,1800
2010-1536,Madrid Masters,Clay,56,M,20100509,52,104745,2,,Rafael Nadal,L,185,ESP,23.93429158,104792,12,,Gael Monfils,R,193,FRA,23.68788501,6-1 6-3,3,QF,78,1,1,41,30,27,6,8,2,2,3,7,67,36,24,10,8,4,8,3,6480,18,2040
2010-1536,Madrid Masters,Clay,56,M,20100509,54,104745,2,,Rafael Nadal,L,185,ESP,23.93429158,104597,,,Nicolas Almagro,R,183,ESP,24.71731691,4-6 6-2 6-2,3,SF,136,1,1,70,45,35,9,13,3,6,5,3,90,48,33,15,13,6,12,3,6480,35,1315
2010-1536,Madrid Masters,Clay,56,M,20100509,55,104745,2,,Rafael Nadal,L,185,ESP,23.93429158,103819,1,,Roger Federer,R,185,SUI,28.75290897,6-4 7-6(5),3,F,131,2,2,81,59,32,14,11,8,11,9,0,88,59,35,14,11,7,11,3,6480,1,10430
2010-520,Roland Garros,Clay,128,G,20100524,64,104745,2,,Rafael Nadal,L,185,ESP,23.97262149,105917,,WC,Gianni Mina,R,185,FRA,18.28610541,6-2 6-2 6-2,5,R128,143,0,0,91,62,44,15,12,9,9,3,4,83,42,26,14,12,6,12,2,6880,655,29
2010-520,Roland Garros,Clay,128,G,20100524,96,104745,2,,Rafael Nadal,L,185,ESP,23.97262149,104547,,,Horacio Zeballos,L,188,ARG,25.07323751,6-2 6-2 6-3,5,R64,105,1,2,74,59,47,7,13,5,6,2,0,76,48,24,13,12,4,10,2,6880,44,935
2010-520,Roland Garros,Clay,128,G,20100524,112,104745,2,,Rafael Nadal,L,185,ESP,23.97262149,103720,28,,Lleyton Hewitt,R,180,AUS,29.24298426,6-3 6-4 6-3,5,R32,148,1,1,79,60,42,10,14,3,6,5,2,110,59,38,19,14,9,16,2,6880,33,1350
2010-520,Roland Garros,Clay,128,G,20100524,120,104745,2,,Rafael Nadal,L,185,ESP,23.97262149,105064,24,,Thomaz Bellucci,L,188,BRA,22.39835729,6-2 7-5 6-4,5,R16,153,2,0,88,65,41,15,15,5,9,2,1,102,56,29,20,15,3,11,2,6880,29,1482
2010-520,Roland Garros,Clay,128,G,20100524,124,104745,2,,Rafael Nadal,L,185,ESP,23.97262149,104597,19,,Nicolas Almagro,R,183,ESP,24.75564682,7-6(2) 7-6(3) 6-4,5,QF,155,4,0,111,81,59,17,17,1,2,5,1,112,71,51,20,17,4,6,2,6880,21,1690
2010-520,Roland Garros,Clay,128,G,20100524,126,104745,2,,Rafael Nadal,L,185,ESP,23.97262149,103781,22,,Jurgen Melzer,L,183,AUT,29.00479124,6-2 6-3 7-6(6),5,SF,129,4,4,85,65,49,11,15,1,3,3,2,99,72,41,10,14,3,8,2,6880,27,1495
2010-520,Roland Garros,Clay,128,G,20100524,127,104745,2,,Rafael Nadal,L,185,ESP,23.97262149,104417,5,,Robin Soderling,R,193,SWE,25.77412731,6-4 6-2 6-4,5,F,138,7,1,90,69,51,13,14,8,8,7,4,91,51,33,22,14,8,12,2,6880,7,4755
2011-410,Monte Carlo Masters,Clay,56,M,20110410,25,104745,1,,Rafael Nadal,L,185,ESP,24.85420945,103813,,,Jarkko Nieminen,L,185,FIN,29.71663244,6-2 6-2,3,R32,69,0,1,40,26,22,10,8,0,0,0,3,48,28,16,8,8,5,9,1,12870,59,855
2011-410,Monte Carlo Masters,Clay,56,M,20110410,41,104745,1,,Rafael Nadal,L,185,ESP,24.85420945,104755,13,,Richard Gasquet,R,185,FRA,24.81314168,6-2 6-4,3,R16,94,3,2,50,33,25,11,9,0,1,1,0,63,32,18,15,9,5,9,1,12870,18,1700
2011-410,Monte Carlo Masters,Clay,56,M,20110410,49,104745,1,,Rafael Nadal,L,185,ESP,24.85420945,103344,,,Ivan Ljubicic,R,193,CRO,32.06297057,6-1 6-3,3,QF,80,0,1,46,32,24,8,8,5,6,3,0,47,32,13,7,8,2,7,1,12870,40,1065
2011-410,Monte Carlo Masters,Clay,56,M,20110410,53,104745,1,,Rafael Nadal,L,185,ESP,24.85420945,104918,3,,Andy Murray,R,190,GBR,23.90691307,6-4 2-6 6-1,3,SF,179,3,2,82,56,33,11,13,6,12,2,1,105,57,31,18,12,12,19,1,12870,4,5545
2011-410,Monte Carlo Masters,Clay,56,M,20110410,55,104745,1,,Rafael Nadal,L,185,ESP,24.85420945,103970,4,,David Ferrer,R,175,ESP,29.02395619,6-4 7-5,3,F,137,0,3,83,51,33,18,11,5,7,0,2,70,36,25,15,11,7,11,1,12870,6,4600
2011-425,Barcelona,Clay,56,A,20110418,25,104745,1,,Rafael Nadal,L,185,ESP,24.8733744,104593,,,Daniel Gimeno Traver,R,185,ESP,25.69472964,6-1 6-1,3,R32,66,2,0,39,24,20,9,7,0,0,4,1,43,25,16,2,7,4,9,1,12870,60,839
2011-425,Barcelona,Clay,56,A,20110418,41,104745,1,,Rafael Nadal,L,185,ESP,24.8733744,105053,,,Santiago Giraldo,R,188,COL,23.38945927,6-3 6-1,3,R16,83,1,2,53,34,24,10,8,2,3,2,2,54,33,16,9,8,6,11,1,12870,54,900
2011-425,Barcelona,Clay,56,A,20110418,49,104745,1,,Rafael Nadal,L,185,ESP,24.8733744,104792,7,,Gael Monfils,R,193,FRA,24.62696783,6-2 6-2,3,QF,75,1,1,40,23,18,14,8,0,0,0,0,62,52,29,3,8,5,9,1,12870,9,2600
2011-425,Barcelona,Clay,56,A,20110418,53,104745,1,,Rafael Nadal,L,185,ESP,24.8733744,104471,,,Ivan Dodig,R,183,CRO,26.28884326,6-3 6-2,3,SF,88,1,0,49,35,24,7,8,2,4,2,2,48,23,12,7,9,2,8,1,12870,56,879
2011-425,Barcelona,Clay,56,A,20110418,55,104745,1,,Rafael Nadal,L,185,ESP,24.8733744,103970,4,,David Ferrer,R,175,ESP,29.04312115,6-2 6-4,3,F,109,0,1,61,41,23,10,9,5,8,2,1,69,48,24,6,9,10,16,1,12870,6,4840
2011-1536,Madrid Masters,Clay,56,M,20110501,25,104745,1,,Rafael Nadal,L,185,ESP,24.91170431,104571,,,Marcos Baghdatis,R,183,CYP,25.87268994,6-1 6-3,3,R32,82,1,0,41,23,19,14,8,0,0,3,1,54,26,19,9,8,1,5,1,11915,24,1375
2011-1536,Madrid Masters,Clay,56,M,20110501,41,104745,1,,Rafael Nadal,L,185,ESP,24.91170431,105223,,,Juan Martin del Potro,R,198,ARG,22.6036961,W/O,3,R16,,,,,,,,,,,,,,,,,,,,1,11915,32,1265
2011-1536,Madrid Masters,Clay,56,M,20110501,49,104745,1,,Rafael Nadal,L,185,ESP,24.91170431,103566,,,Michael Llodra,L,190,FRA,30.954141,6-2 6-2,3,QF,75,1,0,41,30,25,8,8,0,0,4,1,72,44,28,8,8,8,12,1,11915,27,1320
2011-1536,Madrid Masters,Clay,56,M,20110501,53,104745,1,,Rafael Nadal,L,185,ESP,24.91170431,103819,3,,Roger Federer,R,185,SUI,29.7303217,5-7 6-1 6-3,3,SF,156,1,0,101,82,55,10,14,9,11,0,1,103,63,41,16,14,7,12,1,11915,3,8690
2011-416,Rome Masters,Clay,56,M,20110508,25,104745,1,,Rafael Nadal,L,185,ESP,24.93086927,103893,,Q,Paolo Lorenzi,R,183,ITA,29.3963039,6-7(5) 6-4 6-0,3,R32,157,2,3,80,57,43,11,14,1,3,4,1,99,66,43,13,14,7,13,1,12470,148,392
2011-416,Rome Masters,Clay,56,M,20110508,41,104745,1,,Rafael Nadal,L,185,ESP,24.93086927,103852,,,Feliciano Lopez,L,188,ESP,29.63175907,6-4 6-2,3,R16,76,3,0,41,36,29,5,9,1,2,3,0,57,38,21,10,9,2,6,1,12470,40,1065
2011-416,Rome Masters,Clay,56,M,20110508,49,104745,1,,Rafael Nadal,L,185,ESP,24.93086927,105227,,,Marin Cilic,R,198,CRO,22.6091718,6-1 6-3,3,QF,86,2,0,45,31,25,9,8,0,0,3,0,53,31,18,8,8,3,7,1,12470,23,1425
2011-416,Rome Masters,Clay,56,M,20110508,53,104745,1,,Rafael Nadal,L,185,ESP,24.93086927,104755,16,,Richard Gasquet,R,185,FRA,24.88980151,7-5 6-1,3,SF,94,4,0,54,40,31,8,9,4,4,1,1,56,32,19,11,10,1,5,1,12470,16,1710
2011-520,Roland Garros,Clay,128,G,20110522,1,104745,1,,Rafael Nadal,L,185,ESP,24.96919918,104545,,,John Isner,R,206,USA,26.07255305,6-4 6-7(2) 6-7(2) 6-2 6-4,5,R128,241,8,1,134,97,79,26,26,0,1,13,3,165,112,76,31,26,10,15,1,12070,39,1070
2011-520,Roland Garros,Clay,128,G,20110522,65,104745,1,,Rafael Nadal,L,185,ESP,24.96919918,104665,,,Pablo Andujar,R,180,ESP,25.32785763,7-5 6-3 7-6(4),5,R64,198,6,4,126,86,57,18,17,11,16,1,2,110,72,43,13,16,4,11,1,12070,48,985
2011-520,Roland Garros,Clay,128,G,20110522,97,104745,1,,Rafael Nadal,L,185,ESP,24.96919918,105099,,Q,Antonio Veic,R,180,CRO,23.25804244,6-1 6-3 6-0,5,R32,101,1,0,66,48,30,14,11,3,5,0,1,56,33,11,5,11,1,10,1,12070,227,217
2011-520,Roland Garros,Clay,128,G,20110522,113,104745,1,,Rafael Nadal,L,185,ESP,24.96919918,103344,,,Ivan Ljubicic,R,193,CRO,32.1779603,7-5 6-3 6-3,5,R16,146,2,1,72,49,40,15,15,2,4,9,2,109,56,40,18,15,14,20,1,12070,37,1120
2011-520,Roland Garros,Clay,128,G,20110522,121,104745,1,,Rafael Nadal,L,185,ESP,24.96919918,104417,5,,Robin Soderling,R,193,SWE,26.770705,6-4 6-1 7-6(3),5,QF,155,4,0,90,69,44,15,14,4,6,5,3,94,54,37,14,15,5,11,1,12070,5,5435
2011-520,Roland Garros,Clay,128,G,20110522,125,104745,1,,Rafael Nadal,L,185,ESP,24.96919918,104918,4,,Andy Murray,R,190,GBR,24.02190281,6-4 7-5 6-4,5,SF,197,2,3,119,87,60,14,16,15,18,5,4,104,67,44,13,16,7,13,1,12070,4,6085
2011-520,Roland Garros,Clay,128,G,20110522,127,104745,1,,Rafael Nadal,L,185,ESP,24.96919918,103819,3,,Roger Federer,R,185,SUI,29.78781656,7-5 7-6(3) 5-7 6-1,5,F,220,4,3,147,106,69,21,22,10,15,11,1,126,80,55,18,21,8,15,1,12070,3,8390
2011-1536,Madrid Masters,Clay,56,M,20110501,55,104925,2,,Novak Djokovic,R,188,SRB,23.94524298,104745,1,,Rafael Nadal,L,185,ESP,24.91170431,7-5 6-4,3,F,138,3,1,58,33,23,13,11,3,6,3,0,75,52,29,9,11,7,12,2,9710,1,11915
2011-416,Rome Masters,Clay,56,M,20110508,55,104925,2,,Novak Djokovic,R,188,SRB,23.96440794,104745,1,,Rafael Nadal,L,185,ESP,24.93086927,6-4 6-4,3,F,133,0,1,61,46,31,7,10,1,3,2,1,69,49,33,5,10,7,11,2,10665,1,12470
2012-410,Monte Carlo Masters,Clay,56,M,20120415,40,104745,2,,Rafael Nadal,L,185,ESP,25.86995209,103813,,,Jarkko Nieminen,L,185,FIN,30.73237509,6-4 6-3,3,R32,87,1,0,48,31,22,12,9,0,1,0,4,57,38,24,8,10,3,7,2,9215,48,943
2012-410,Monte Carlo Masters,Clay,56,M,20120415,48,104745,2,,Rafael Nadal,L,185,ESP,25.86995209,105062,,Q,Mikhail Kukushkin,R,183,KAZ,24.30663929,6-1 6-1,3,R16,60,5,0,34,28,24,4,7,0,0,1,0,44,27,9,7,7,1,6,2,9215,68,707
2012-410,Monte Carlo Masters,Clay,56,M,20120415,52,104745,2,,Rafael Nadal,L,185,ESP,25.86995209,104527,,,Stan Wawrinka,R,183,SUI,27.05270363,7-5 6-4,3,QF,107,4,2,61,45,37,8,11,1,2,5,3,70,37,26,16,11,4,7,2,9215,26,1290
2012-410,Monte Carlo Masters,Clay,56,M,20120415,54,104745,2,,Rafael Nadal,L,185,ESP,25.86995209,104468,9,,Gilles Simon,R,183,FRA,27.30184805,6-3 6-4,3,SF,111,3,2,65,37,27,19,10,7,7,2,2,56,32,23,12,9,3,5,2,9215,15,1980
2012-410,Monte Carlo Masters,Clay,56,M,20120415,55,104745,2,,Rafael Nadal,L,185,ESP,25.86995209,104925,1,,Novak Djokovic,R,188,SRB,24.90349076,6-3 6-1,3,F,79,3,1,38,26,22,6,8,0,1,0,0,48,30,12,10,8,3,8,2,9215,1,12670
2012-425,Barcelona,Clay,56,A,20120423,25,104745,1,,Rafael Nadal,L,185,ESP,25.88911704,104198,,,Guillermo Garcia Lopez,R,188,ESP,28.88706366,6-1 6-2,3,R32,82,0,2,38,21,17,10,7,1,2,1,2,60,38,16,10,8,9,15,2,9715,78,646
2012-425,Barcelona,Clay,56,A,20120423,41,104745,1,,Rafael Nadal,L,185,ESP,25.88911704,104857,,Q,Robert Farah,R,193,COL,25.25667351,6-2 6-3,3,R16,87,2,0,42,25,19,11,8,1,2,3,2,55,31,16,9,9,5,10,2,9715,246,195
2012-425,Barcelona,Clay,56,A,20120423,49,104745,1,,Rafael Nadal,L,185,ESP,25.88911704,104386,5,,Janko Tipsarevic,R,180,SRB,27.83572895,6-2 6-2,3,QF,84,3,1,48,33,25,7,8,4,5,3,4,51,30,19,4,8,2,7,2,9715,8,2820
2012-425,Barcelona,Clay,56,A,20120423,53,104745,1,,Rafael Nadal,L,185,ESP,25.88911704,104269,9,,Fernando Verdasco,L,188,ESP,28.43805613,6-0 6-4,3,SF,86,2,1,50,35,29,7,8,4,4,0,2,50,38,20,5,8,4,8,2,9715,20,1565
2012-425,Barcelona,Clay,56,A,20120423,55,104745,1,,Rafael Nadal,L,185,ESP,25.88911704,103970,3,,David Ferrer,R,175,ESP,30.05886379,7-6(1) 7-5,3,F,160,4,3,91,58,36,18,12,12,15,0,2,93,70,38,11,12,6,10,2,9715,6,4160
2012-1536,Madrid Masters,Clay,56,M,20120506,40,104745,2,,Rafael Nadal,L,185,ESP,25.92744695,103786,,,Nikolay Davydenko,R,178,RUS,30.92950034,6-2 6-2,3,R32,80,6,0,43,30,24,9,8,0,0,0,5,51,28,16,7,8,5,9,2,9615,54,825
2012-416,Rome Masters,Clay,56,M,20120513,40,104745,2,,Rafael Nadal,L,185,ESP,25.94661191,104252,,,Florian Mayer,R,190,GER,28.60780287,6-1 7-5,3,R32,81,1,1,48,27,25,15,10,0,0,2,0,50,34,23,7,9,2,5,3,9105,28,1265
2012-416,Rome Masters,Clay,56,M,20120513,48,104745,2,,Rafael Nadal,L,185,ESP,25.94661191,104719,,,Marcel Granollers,R,190,ESP,26.08898015,6-1 6-1,3,R16,88,0,4,47,37,27,5,7,3,3,3,3,54,40,17,6,7,4,9,3,9105,26,1295
2012-416,Rome Masters,Clay,56,M,20120513,52,104745,2,,Rafael Nadal,L,185,ESP,25.94661191,104607,7,,Tomas Berdych,R,196,CZE,26.65571526,6-4 7-5,3,QF,126,2,0,60,46,35,10,11,2,3,2,2,78,51,34,12,11,6,9,3,9105,7,4410
2012-416,Rome Masters,Clay,56,M,20120513,54,104745,2,,Rafael Nadal,L,185,ESP,25.94661191,103970,6,,David Ferrer,R,175,ESP,30.11635866,7-6(6) 6-0,3,SF,126,2,0,75,52,39,11,9,9,10,2,2,71,51,30,9,9,7,11,3,9105,6,4460
2012-416,Rome Masters,Clay,56,M,20120513,55,104745,2,,Rafael Nadal,L,185,ESP,25.94661191,104925,1,,Novak Djokovic,R,188,SRB,24.98015058,7-5 6-3,3,F,141,0,0,69,39,27,17,10,6,7,1,4,74,47,32,10,11,3,7,3,9105,1,11200
2012-520,Roland Garros,Clay,128,G,20120527,64,104745,2,,Rafael Nadal,L,185,ESP,25.98494182,104620,,,Simone Bolelli,R,183,ITA,26.63655031,6-2 6-2 6-1,5,R128,118,0,3,70,38,29,22,12,4,5,3,1,68,37,21,11,11,2,9,2,10060,111,494
2012-520,Roland Garros,Clay,128,G,20120527,96,104745,2,,Rafael Nadal,L,185,ESP,25.98494182,104797,,,Denis Istomin,R,188,UZB,25.72210815,6-2 6-2 6-0,5,R64,110,0,1,64,44,34,14,11,2,2,4,2,62,41,22,5,11,8,15,2,10060,43,972
2012-520,Roland Garros,Clay,128,G,20120527,112,104745,2,,Rafael Nadal,L,185,ESP,25.98494182,104724,,Q,Eduardo Schwank,R,183,ARG,26.0971937,6-1 6-3 6-4,5,R32,136,1,1,77,46,40,16,13,4,4,3,0,88,58,35,14,13,5,10,2,10060,192,270
2012-520,Roland Garros,Clay,128,G,20120527,120,104745,2,,Rafael Nadal,L,185,ESP,25.98494182,104338,13,,Juan Monaco,R,185,ARG,28.16427105,6-2 6-0 6-0,5,R16,106,2,0,65,45,31,15,10,2,2,0,0,61,44,21,3,10,2,10,2,10060,15,1945
2012-520,Roland Garros,Clay,128,G,20120527,124,104745,2,,Rafael Nadal,L,185,ESP,25.98494182,104597,12,,Nicolas Almagro,R,183,ESP,26.76796715,7-6(4) 6-2 6-3,5,QF,166,10,1,101,67,56,17,15,4,4,4,1,104,66,46,17,14,3,6,2,10060,13,2255
